0.125 0.0210 0.0119 -0.0058 0.073822 0.022210 7835
0.375 0.0170 0.0125 -0.0015 0.049904 0.022779 6090
0.625 0.0180 0.0079 0.0004 0.050984 0.024161 7315
0.875 0.024 0.0226 0.0048 0.084933 0.047718 2299
1.125 0.033 0.0258 0.0081 0.068367 0.058936 658
1.375 0.038 0.0625 0.0125 0.104727 0.097821 352
1.625 0.037 0.0693 -0.0028 0.105100 0.113617 231
1.875 0.035 0.0867 0.0309 0.103903 0.137446 173
2.125 0.030 0.0750 0.0179 0.112610 0.125757 160
2.375 0.018 0.0192 0.0069 0.053456 0.053175 261
