0.125 0.0220 0.0162 -0.0061 0.090068 0.024709 7962
0.375 0.0180 0.0165 -0.0016 0.057324 0.024955 6322
0.625 0.0180 0.0129 0.0004 0.058264 0.027024 7493
0.875 0.024 0.0308 0.0046 0.098198 0.054688 2402
1.125 0.038 0.0527 0.0095 0.112883 0.085030 759
1.375 0.0420 0.0875 0.0143 0.115520 0.114282 400
1.625 0.042 0.0797 -0.0050 0.109570 0.125489 276
1.875 0.046 0.0847 0.0346 0.111868 0.149422 248
2.125 0.037 0.0829 0.0235 0.114483 0.136019 205
2.375 0.023 0.0396 0.0091 0.090898 0.090457 303
