0.125 0.0220 0.0255 -0.0064 0.118929 0.029532 8081
0.375 0.0180 0.0218 -0.0018 0.073192 0.027374 6420
0.625 0.0180 0.0195 0.0004 0.073525 0.030883 7603
0.875 0.0260 0.0478 0.0039 0.120202 0.066028 2490
1.125 0.0430 0.0889 0.0080 0.144364 0.109754 844
1.375 0.0470 0.1071 0.0126 0.125015 0.130444 448
1.625 0.0460 0.0906 -0.0030 0.116366 0.138118 298
1.875 0.0550 0.1004 0.0375 0.123252 0.169993 279
2.125 0.0470 0.1351 0.0359 0.135549 0.167565 259
2.375 0.0270 0.0778 0.01190 0.110865 0.125394 347
