0.125 0.023 0.0404 -0.0069 0.152858 0.035977 8219
0.375 0.018 0.0311 -0.0021 0.094673 0.030688 6498
0.625 0.019 0.0324 0.0002 0.094065 0.037319 7740
0.875 0.028 0.0877 0.0028 0.144531 0.082036 2634
1.125 0.055 0.1908 -0.0009 0.185605 0.141874 975
1.375 0.059 0.2154 0.0092 0.166798 0.174885 534
1.625 0.051 0.1350 0.002 0.127619 0.160984 326
1.875 0.06 0.1618 0.0434 0.141018 0.200558 309
2.125 0.073 0.2269 0.0542 0.150777 0.199207 335
2.375 0.038 0.1795 0.0214 0.141369 0.179881 429
